,State,Crop,Season,District ,Area ,Production,Yield,Profit,Rainfall
5982,chhattisgarh,gram,rabi       ,bilaspur,12738.8,10387.05,0.866,nan,nan
5983,chhattisgarh,gram,rabi       ,dantewada,15.0,10.26315789,0.629,nan,nan
5984,chhattisgarh,gram,rabi       ,dhamtari,9082.45,9018.9,0.9845,nan,nan
5985,chhattisgarh,gram,rabi       ,durg,53641.65,46245.8,0.8655,nan,nan
5986,chhattisgarh,gram,rabi       ,gariyaband,524.2222222,527.6666667,1.02,nan,nan
5987,chhattisgarh,gram,rabi       ,gaurella-pendra-marwahi,701.0,322.0,0.46,nan,nan
5988,chhattisgarh,gram,rabi       ,janjgir-champa,192.1,166.55,0.8935,nan,nan
5989,chhattisgarh,gram,rabi       ,jashpur,1134.95,986.05,0.873,nan,nan
5990,chhattisgarh,gram,rabi       ,kabirdham,64580.7,46323.1,0.7115,nan,nan
5991,chhattisgarh,gram,rabi       ,kanker,649.3,589.85,0.9025,nan,nan
5992,chhattisgarh,gram,rabi       ,kondagaon,363.1111111,393.6666667,1.065555556,nan,nan
5993,chhattisgarh,gram,rabi       ,korba,309.55,221.8,0.708,nan,nan
5994,chhattisgarh,gram,rabi       ,korea,454.9,296.0,0.6465,nan,nan
5995,chhattisgarh,gram,rabi       ,mahasamund,237.1,195.2,0.8655,nan,nan
5996,chhattisgarh,gram,rabi       ,mungeli,16535.0,14938.22222,0.94,nan,nan
5997,chhattisgarh,gram,rabi       ,narayanpur,47.0,43.53846154,0.854285714,nan,nan
5998,chhattisgarh,gram,rabi       ,raigarh,528.2,482.6,0.9065,nan,nan
5999,chhattisgarh,gram,rabi       ,raipur,6257.05,5719.2,0.9305,nan,nan
6000,chhattisgarh,gram,rabi       ,rajnandgaon,49135.0,39023.95,0.7885,nan,nan
6001,chhattisgarh,gram,rabi       ,sukma,3.6,2.333333333,0.472,nan,nan
6002,chhattisgarh,gram,rabi       ,surajpur,835.3333333,685.3333333,0.815555556,nan,nan
6003,chhattisgarh,gram,rabi       ,surguja,2366.4,1714.45,0.7555,nan,nan
6004,chhattisgarh,groundnut,kharif     ,balod,3.0,4.0,0.8,nan,nan
6005,chhattisgarh,groundnut,kharif     ,baloda bazar,391.3333333,503.5555556,1.306666667,nan,nan
6006,chhattisgarh,groundnut,kharif     ,balrampur,1348.222222,1566.555556,1.164444444,nan,nan
6007,chhattisgarh,groundnut,kharif     ,bastar,12.44444444,17.27777778,1.423888889,nan,nan
6008,chhattisgarh,groundnut,kharif     ,bemetara,262.1111111,392.4444444,1.478888889,nan,nan
6009,chhattisgarh,groundnut,kharif     ,bijapur,10.35714286,11.30769231,1.032142857,nan,nan
6010,chhattisgarh,groundnut,kharif     ,bilaspur,1893.45,2369.3,1.32,nan,nan
6011,chhattisgarh,groundnut,kharif     ,dantewada,13.8,16.35714286,1.514,nan,nan
6012,chhattisgarh,groundnut,kharif     ,dhamtari,9.6,10.7,1.137,nan,nan
6013,chhattisgarh,groundnut,kharif     ,durg,502.6923077,717.9230769,1.52,nan,nan
6014,chhattisgarh,groundnut,kharif     ,gariyaband,456.2222222,556.0,1.227777778,nan,nan
6015,chhattisgarh,groundnut,kharif     ,gaurella-pendra-marwahi,247.0,385.0,1.56,nan,nan
6016,chhattisgarh,groundnut,kharif     ,janjgir-champa,1022.65,1384.3,1.427,nan,nan
6017,chhattisgarh,groundnut,kharif     ,jashpur,3874.4,5626.6,1.4315,nan,nan
6018,chhattisgarh,groundnut,kharif     ,kabirdham,349.3,541.15,1.539,nan,nan
6019,chhattisgarh,groundnut,kharif     ,kanker,5.416666667,7.545454545,1.38,nan,nan
6020,chhattisgarh,groundnut,kharif     ,kondagaon,29.55555556,47.88888889,1.603333333,nan,nan
6021,chhattisgarh,groundnut,kharif     ,korba,263.4,292.25,1.094,nan,nan
6022,chhattisgarh,groundnut,kharif     ,korea,176.15,175.85,0.9955,nan,nan
6023,chhattisgarh,groundnut,kharif     ,mahasamund,5726.4,6917.6,1.2395,nan,nan
6024,chhattisgarh,groundnut,kharif     ,mungeli,732.1111111,1057.777778,1.437777778,nan,nan
6025,chhattisgarh,groundnut,kharif     ,raigarh,7323.0,9099.15,1.2735,nan,nan
6026,chhattisgarh,groundnut,kharif     ,raipur,631.55,694.35,1.2825,nan,nan
6027,chhattisgarh,groundnut,kharif     ,rajnandgaon,12.21428571,22.76923077,1.718571429,nan,nan
6028,chhattisgarh,groundnut,kharif     ,sukma,1.875,2.25,1.3375,nan,nan
6029,chhattisgarh,groundnut,kharif     ,surajpur,3405.444444,4578.777778,1.347777778,nan,nan
6030,chhattisgarh,groundnut,kharif     ,surguja,5572.55,6719.35,1.2455,nan,nan
6031,chhattisgarh,guar seed,kharif     ,balrampur,26.0,21.0,0.81,nan,nan
6032,chhattisgarh,horse-gram,kharif     ,balod,177.0,64.44444444,0.393333333,nan,nan
6033,chhattisgarh,horse-gram,kharif     ,baloda bazar,80.66666667,31.11111111,0.411111111,nan,nan
6034,chhattisgarh,horse-gram,kharif     ,balrampur,2362.111111,1024.444444,0.452222222,nan,nan
6035,chhattisgarh,horse-gram,kharif     ,bastar,6370.85,2312.75,0.366,nan,nan
6036,chhattisgarh,horse-gram,kharif     ,bemetara,2.0,1.0,0.5,nan,nan
6037,chhattisgarh,horse-gram,kharif     ,bijapur,315.8571429,101.3076923,0.322857143,nan,nan
6038,chhattisgarh,horse-gram,kharif     ,bilaspur,839.4,259.35,0.326,nan,nan
6039,chhattisgarh,horse-gram,kharif     ,dantewada,2018.2,640.5,0.3235,nan,nan
6040,chhattisgarh,horse-gram,kharif     ,dhamtari,207.1,67.45,0.3285,nan,nan
6041,chhattisgarh,horse-gram,kharif     ,durg,293.2222222,95.16666667,0.355555556,nan,nan
6042,chhattisgarh,horse-gram,kharif     ,gariyaband,277.0,93.66666667,0.354444444,nan,nan
6043,chhattisgarh,horse-gram,kharif     ,gaurella-pendra-marwahi,69.0,26.0,0.38,nan,nan
6044,chhattisgarh,horse-gram,kharif     ,janjgir-champa,158.2,85.1,0.5515,nan,nan
6045,chhattisgarh,horse-gram,kharif     ,jashpur,3638.45,1021.65,0.278,nan,nan
6046,chhattisgarh,horse-gram,kharif     ,kabirdham,15.44444444,4.285714286,0.221111111,nan,nan
6047,chhattisgarh,horse-gram,kharif     ,kanker,7490.9,2493.65,0.327,nan,nan
6048,chhattisgarh,horse-gram,kharif     ,kondagaon,4149.666667,1691.666667,0.406666667,nan,nan
6049,chhattisgarh,horse-gram,kharif     ,korba,5142.75,1517.25,0.2985,nan,nan
6050,chhattisgarh,horse-gram,kharif     ,korea,2849.9,797.45,0.2855,nan,nan
6051,chhattisgarh,horse-gram,kharif     ,mahasamund,49.78947368,15.31578947,0.309473684,nan,nan
6052,chhattisgarh,horse-gram,kharif     ,narayanpur,1899.071429,646.4615385,0.316428571,nan,nan
6053,chhattisgarh,horse-gram,kharif     ,raigarh,3078.15,868.0,0.2855,nan,nan
6054,chhattisgarh,horse-gram,kharif     ,raipur,1237.909091,358.0,0.288181818,nan,nan
6055,chhattisgarh,horse-gram,kharif     ,rajnandgaon,1624.55,485.55,0.319,nan,nan
6056,chhattisgarh,horse-gram,kharif     ,sukma,936.3333333,400.8888889,0.432222222,nan,nan
6057,chhattisgarh,horse-gram,kharif     ,surajpur,2648.444444,1159.444444,0.445555556,nan,nan
6058,chhattisgarh,horse-gram,kharif     ,surguja,6440.75,1725.95,0.276,nan,nan
6059,chhattisgarh,horse-gram,rabi       ,balod,50.71428571,12.71428571,0.258571429,nan,nan
6060,chhattisgarh,horse-gram,rabi       ,baloda bazar,4.833333333,1.833333333,0.391666667,nan,nan
6061,chhattisgarh,horse-gram,rabi       ,bastar,10.28571429,5.6,0.494285714,nan,nan
6062,chhattisgarh,horse-gram,rabi       ,bemetara,24.0,9.0,0.1,nan,nan
6063,chhattisgarh,horse-gram,rabi       ,bijapur,168.0714286,44.15384615,0.273571429,nan,nan
6064,chhattisgarh,horse-gram,rabi       ,bilaspur,13.33333333,4.25,0.274444444,nan,nan
6065,chhattisgarh,horse-gram,rabi       ,dantewada,165.75,57.14285714,0.31625,nan,nan
6066,chhattisgarh,horse-gram,rabi       ,dhamtari,32.86666667,11.66666667,0.346666667,nan,nan
6067,chhattisgarh,horse-gram,rabi       ,durg,124.6153846,39.16666667,0.264615385,nan,nan
6068,chhattisgarh,horse-gram,rabi       ,gariyaband,185.8888889,75.77777778,0.353333333,nan,nan
6069,chhattisgarh,horse-gram,rabi       ,gaurella-pendra-marwahi,1.0,nan,0.0,nan,nan
6070,chhattisgarh,horse-gram,rabi       ,janjgir-champa,36.64705882,12.82352941,0.349411765,nan,nan
6071,chhattisgarh,horse-gram,rabi       ,kabirdham,4.25,1.333333333,0.1875,nan,nan
6072,chhattisgarh,horse-gram,rabi       ,kanker,31.5,8.3,0.326,nan,nan
6073,chhattisgarh,horse-gram,rabi       ,mahasamund,9.647058824,3.533333333,0.308235294,nan,nan
6074,chhattisgarh,horse-gram,rabi       ,narayanpur,6.0,2.0,0.145,nan,nan
6075,chhattisgarh,horse-gram,rabi       ,raigarh,19.6,6.75,0.246666667,nan,nan
6076,chhattisgarh,horse-gram,rabi       ,raipur,638.25,190.125,0.2975,nan,nan
6077,chhattisgarh,horse-gram,rabi       ,rajnandgaon,1346.764706,364.4117647,0.269411765,nan,nan
6078,chhattisgarh,horse-gram,rabi       ,sukma,52.22222222,14.0,0.277777778,nan,nan
6079,chhattisgarh,jowar,kharif     ,balod,11.5,7.5,0.655,nan,nan
6080,chhattisgarh,jowar,kharif     ,baloda bazar,52.0,28.0,0.64,nan,nan
6081,chhattisgarh,jowar,kharif     ,balrampur,714.5,355.5,0.49,nan,nan
6082,chhattisgarh,jowar,kharif     ,bastar,649.0,736.0769231,1.137692308,nan,nan
6083,chhattisgarh,jowar,kharif     ,bemetara,3.0,2.0,0.67,nan,nan
6084,chhattisgarh,jowar,kharif     ,bijapur,494.7142857,368.6666667,0.587142857,nan,nan
6085,chhattisgarh,jowar,kharif     ,bilaspur,425.3846154,388.0769231,0.923076923,nan,nan
6086,chhattisgarh,jowar,kharif     ,dantewada,1818.153846,1339.692308,0.916923077,nan,nan
6087,chhattisgarh,jowar,kharif     ,dhamtari,53.23076923,57.23076923,1.112307692,nan,nan
6088,chhattisgarh,jowar,kharif     ,durg,71.58333333,62.91666667,0.946666667,nan,nan
6089,chhattisgarh,jowar,kharif     ,gariyaband,87.0,64.0,0.735,nan,nan
6090,chhattisgarh,jowar,kharif     ,janjgir-champa,1.6,1.25,0.634,nan,nan
6091,chhattisgarh,jowar,kharif     ,jashpur,139.1538462,157.4615385,1.08,nan,nan
6092,chhattisgarh,jowar,kharif     ,kabirdham,210.4615385,178.8461538,0.867692308,nan,nan
6093,chhattisgarh,jowar,kharif     ,kanker,364.4615385,390.3076923,1.093846154,nan,nan
6094,chhattisgarh,jowar,kharif     ,kondagaon,109.5,98.0,0.89,nan,nan
6095,chhattisgarh,jowar,kharif     ,korba,392.7692308,350.0,0.902307692,nan,nan
6096,chhattisgarh,jowar,kharif     ,korea,712.3076923,630.0,0.882307692,nan,nan
6097,chhattisgarh,jowar,kharif     ,mahasamund,219.75,216.4166667,0.930833333,nan,nan
6098,chhattisgarh,jowar,kharif     ,mungeli,1.0,1.0,1.0,nan,nan
6099,chhattisgarh,jowar,kharif     ,narayanpur,6.714285714,7.5,1.018571429,nan,nan
6100,chhattisgarh,jowar,kharif     ,raigarh,19.76923077,21.07692308,1.045384615,nan,nan
6101,chhattisgarh,jowar,kharif     ,raipur,153.3636364,141.8181818,0.965454545,nan,nan
6102,chhattisgarh,jowar,kharif     ,rajnandgaon,50.69230769,46.15384615,0.961538462,nan,nan
6103,chhattisgarh,jowar,kharif     ,sukma,952.0,888.0,0.935,nan,nan
6104,chhattisgarh,jowar,kharif     ,surajpur,402.0,333.5,0.83,nan,nan
6105,chhattisgarh,jowar,kharif     ,surguja,1316.307692,1225.769231,0.907692308,nan,nan
6106,chhattisgarh,jowar,whole year ,balod,6.8,5.5,0.584,nan,nan
6107,chhattisgarh,jowar,whole year ,baloda bazar,2.25,1.5,0.71,nan,nan
6108,chhattisgarh,jowar,whole year ,balrampur,722.7142857,627.5714286,0.965714286,nan,nan
6109,chhattisgarh,jowar,whole year ,bastar,177.0,232.8571429,1.398571429,nan,nan
6110,chhattisgarh,jowar,whole year ,bemetara,2.0,2.333333333,1.11,nan,nan
6111,chhattisgarh,jowar,whole year ,bijapur,314.8571429,223.5714286,0.632857143,nan,nan
6112,chhattisgarh,jowar,whole year ,bilaspur,251.7142857,259.5714286,1.097142857,nan,nan
6113,chhattisgarh,jowar,whole year ,dantewada,88.57142857,97.14285714,1.164285714,nan,nan
6114,chhattisgarh,jowar,whole year ,dhamtari,25.0,22.5,1.0675,nan,nan
6115,chhattisgarh,jowar,whole year ,durg,18.2,19.4,0.986,nan,nan
6116,chhattisgarh,jowar,whole year ,gariyaband,13.66666667,13.16666667,0.97,nan,nan
6117,chhattisgarh,jowar,whole year ,gaurella-pendra-marwahi,20.0,29.0,1.45,nan,nan
6118,chhattisgarh,jowar,whole year ,jashpur,103.2857143,120.1428571,1.207142857,nan,nan
6119,chhattisgarh,jowar,whole year ,kabirdham,93.57142857,81.57142857,0.988571429,nan,nan
6120,chhattisgarh,jowar,whole year ,kanker,97.42857143,97.85714286,1.168571429,nan,nan
6121,chhattisgarh,jowar,whole year ,kondagaon,68.14285714,73.71428571,1.151428571,nan,nan
6122,chhattisgarh,jowar,whole year ,korba,326.2857143,305.0,0.987142857,nan,nan
6123,chhattisgarh,jowar,whole year ,korea,396.5714286,341.5714286,0.922857143,nan,nan
6124,chhattisgarh,jowar,whole year ,mahasamund,13.66666667,11.16666667,0.843333333,nan,nan
6125,chhattisgarh,jowar,whole year ,mungeli,1.142857143,1.142857143,1.0,nan,nan
6126,chhattisgarh,jowar,whole year ,narayanpur,7.833333333,7.666666667,1.035,nan,nan
6127,chhattisgarh,jowar,whole year ,raigarh,2.833333333,3.833333333,1.305,nan,nan
6128,chhattisgarh,jowar,whole year ,raipur,3.0,nan,0.0,nan,nan
6129,chhattisgarh,jowar,whole year ,rajnandgaon,56.42857143,53.71428571,1.091428571,nan,nan
6130,chhattisgarh,jowar,whole year ,sukma,870.0,925.1428571,1.092857143,nan,nan
6131,chhattisgarh,jowar,whole year ,surajpur,308.0,301.1428571,0.987142857,nan,nan
6132,chhattisgarh,jowar,whole year ,surguja,105.8571429,107.2857143,1.005714286,nan,nan
6133,chhattisgarh,jute,kharif     ,balrampur,14.0,nan,0.0,nan,nan
6134,chhattisgarh,jute,kharif     ,bilaspur,92.57142857,nan,0.0,nan,nan
6135,chhattisgarh,jute,kharif     ,dantewada,2.5,nan,0.0,nan,nan
6136,chhattisgarh,jute,kharif     ,gariyaband,27.0,nan,0.0,nan,nan
6137,chhattisgarh,jute,kharif     ,gaurella-pendra-marwahi,8.0,nan,0.0,nan,nan
6138,chhattisgarh,jute,kharif     ,janjgir-champa,15.25,nan,0.0,nan,nan
6139,chhattisgarh,jute,kharif     ,korba,53.54545455,nan,0.0,nan,nan
6140,chhattisgarh,jute,kharif     ,mahasamund,149.0,nan,0.0,nan,nan
6141,chhattisgarh,jute,kharif     ,mungeli,31.71428571,nan,0.0,nan,nan
6142,chhattisgarh,jute,kharif     ,surajpur,4.0,nan,0.0,nan,nan
6143,chhattisgarh,jute,kharif     ,surguja,24.4,nan,0.0,nan,nan
6144,chhattisgarh,jute,rabi       ,bilaspur,183.0,nan,0.0,nan,nan
6145,chhattisgarh,jute,rabi       ,janjgir-champa,13.0,nan,0.0,nan,nan
6146,chhattisgarh,jute,rabi       ,kanker,1.0,nan,0.0,nan,nan
6147,chhattisgarh,jute,rabi       ,korba,81.0,nan,0.0,nan,nan
6148,chhattisgarh,jute,rabi       ,rajnandgaon,3.0,nan,0.0,nan,nan
6149,chhattisgarh,jute,rabi       ,surguja,63.0,nan,0.0,nan,nan
6150,chhattisgarh,khesari,rabi       ,balod,37980.22222,20977.66667,0.596666667,nan,nan
6151,chhattisgarh,khesari,rabi       ,baloda bazar,22838.44444,14952.88889,0.717777778,nan,nan
6152,chhattisgarh,khesari,rabi       ,balrampur,21.25,8.5,1.02,nan,nan
6153,chhattisgarh,khesari,rabi       ,bastar,10.94736842,7.526315789,0.776315789,nan,nan
6154,chhattisgarh,khesari,rabi       ,bemetara,23281.77778,12748.11111,0.603333333,nan,nan
6155,chhattisgarh,khesari,rabi       ,bilaspur,51022.65,33536.55,0.6845,nan,nan
6156,chhattisgarh,khesari,rabi       ,dhamtari,19971.15,13024.4,0.6545,nan,nan
6157,chhattisgarh,khesari,rabi       ,durg,71448.45,52917.2,0.6565,nan,nan
6158,chhattisgarh,khesari,rabi       ,gariyaband,3631.444444,2080.0,0.614444444,nan,nan
6159,chhattisgarh,khesari,rabi       ,gaurella-pendra-marwahi,270.0,91.0,0.34,nan,nan
6160,chhattisgarh,khesari,rabi       ,janjgir-champa,16801.9,11237.0,0.6915,nan,nan
6161,chhattisgarh,khesari,rabi       ,jashpur,228.25,114.0,0.5205,nan,nan
6162,chhattisgarh,khesari,rabi       ,kabirdham,8551.1,3519.6,0.4595,nan,nan
6163,chhattisgarh,khesari,rabi       ,kanker,1386.0,1032.95,0.7325,nan,nan
6164,chhattisgarh,khesari,rabi       ,kondagaon,11.55555556,8.888888889,0.737777778,nan,nan
6165,chhattisgarh,khesari,rabi       ,korba,2270.5,1308.0,0.5885,nan,nan
6166,chhattisgarh,khesari,rabi       ,korea,392.2,176.25,0.4825,nan,nan
6167,chhattisgarh,khesari,rabi       ,mahasamund,5658.65,2954.55,0.549,nan,nan
6168,chhattisgarh,khesari,rabi       ,mungeli,69231.33333,53430.88889,0.776666667,nan,nan
6169,chhattisgarh,khesari,rabi       ,narayanpur,6.0,4.333333333,0.61125,nan,nan
6170,chhattisgarh,khesari,rabi       ,raigarh,1966.35,1012.5,0.551,nan,nan
6171,chhattisgarh,khesari,rabi       ,raipur,45355.45,22910.9,0.5505,nan,nan
6172,chhattisgarh,khesari,rabi       ,rajnandgaon,39076.9,17536.5,0.489,nan,nan
6173,chhattisgarh,khesari,rabi       ,surajpur,298.7777778,180.4444444,0.617777778,nan,nan
6174,chhattisgarh,khesari,rabi       ,surguja,237.8888889,109.0555556,0.493888889,nan,nan
6175,chhattisgarh,linseed,rabi       ,balod,2650.625,911.75,0.32625,nan,nan
6176,chhattisgarh,linseed,rabi       ,baloda bazar,103.625,47.42857143,0.35,nan,nan
6177,chhattisgarh,linseed,rabi       ,balrampur,4133.125,1554.625,0.37625,nan,nan
6178,chhattisgarh,linseed,rabi       ,bastar,366.8421053,115.7894737,0.347894737,nan,nan
6179,chhattisgarh,linseed,rabi       ,bemetara,370.5,133.125,0.3275,nan,nan
6180,chhattisgarh,linseed,rabi       ,bilaspur,2723.105263,763.0526316,0.296315789,nan,nan
6181,chhattisgarh,linseed,rabi       ,dantewada,1.333333333,nan,0.0,nan,nan
6182,chhattisgarh,linseed,rabi       ,dhamtari,3449.789474,1032.052632,0.324736842,nan,nan
6183,chhattisgarh,linseed,rabi       ,durg,8260.789474,1997.210526,0.264210526,nan,nan
6184,chhattisgarh,linseed,rabi       ,gariyaband,275.375,104.125,0.32875,nan,nan
6185,chhattisgarh,linseed,rabi       ,gaurella-pendra-marwahi,238.0,79.0,0.33,nan,nan
6186,chhattisgarh,linseed,rabi       ,janjgir-champa,2008.684211,632.2105263,0.317894737,nan,nan
6187,chhattisgarh,linseed,rabi       ,jashpur,1047.526316,322.8947368,0.308947368,nan,nan
6188,chhattisgarh,linseed,rabi       ,kabirdham,1659.473684,456.2105263,0.293684211,nan,nan
6189,chhattisgarh,linseed,rabi       ,kanker,1034.842105,393.2105263,0.379473684,nan,nan
6190,chhattisgarh,linseed,rabi       ,kondagaon,154.625,66.75,0.42375,nan,nan
6191,chhattisgarh,linseed,rabi       ,korba,1128.210526,292.8421053,0.258947368,nan,nan
6192,chhattisgarh,linseed,rabi       ,korea,1342.947368,363.1052632,0.270526316,nan,nan
6193,chhattisgarh,linseed,rabi       ,mahasamund,246.6842105,69.44444444,0.283684211,nan,nan
6194,chhattisgarh,linseed,rabi       ,mungeli,230.375,86.875,0.32625,nan,nan
6195,chhattisgarh,linseed,rabi       ,narayanpur,5.6,1.666666667,0.504,nan,nan
6196,chhattisgarh,linseed,rabi       ,raigarh,337.0526316,111.1052632,0.331052632,nan,nan
6197,chhattisgarh,linseed,rabi       ,raipur,1083.263158,286.0,0.302105263,nan,nan
6198,chhattisgarh,linseed,rabi       ,rajnandgaon,11004.89474,3179.578947,0.306842105,nan,nan
6199,chhattisgarh,linseed,rabi       ,surajpur,2030.0,810.875,0.395,nan,nan
6200,chhattisgarh,linseed,rabi       ,surguja,6908.631579,1949.789474,0.303157895,nan,nan
6201,chhattisgarh,maize,kharif     ,balod,237.1111111,385.1111111,1.548888889,nan,nan
6202,chhattisgarh,maize,kharif     ,baloda bazar,103.5555556,164.7777778,1.645555556,nan,nan
6203,chhattisgarh,maize,kharif     ,balrampur,21625.55556,51054.55556,2.296666667,nan,nan
6204,chhattisgarh,maize,kharif     ,bastar,13323.15,26587.45,2.1015,nan,nan
6205,chhattisgarh,maize,kharif     ,bemetara,50.77777778,93.11111111,1.483333333,nan,nan
6206,chhattisgarh,maize,kharif     ,bijapur,661.7857143,1158.538462,1.737142857,nan,nan
6207,chhattisgarh,maize,kharif     ,bilaspur,3530.1,5126.95,1.5715,nan,nan
6208,chhattisgarh,maize,kharif     ,dantewada,4996.75,8085.5,1.8015,nan,nan
6209,chhattisgarh,maize,kharif     ,dhamtari,1070.15,2914.9,2.0855,nan,nan
6210,chhattisgarh,maize,kharif     ,durg,308.75,413.6,1.273,nan,nan
6211,chhattisgarh,maize,kharif     ,gariyaband,6536.111111,12040.22222,1.788888889,nan,nan
6212,chhattisgarh,maize,kharif     ,gaurella-pendra-marwahi,1879.0,5020.0,2.67,nan,nan
6213,chhattisgarh,maize,kharif     ,janjgir-champa,383.3,649.05,1.742,nan,nan
6214,chhattisgarh,maize,kharif     ,jashpur,5937.35,10272.35,1.7545,nan,nan
6215,chhattisgarh,maize,kharif     ,kabirdham,2559.0,3209.7,1.306,nan,nan
6216,chhattisgarh,maize,kharif     ,kanker,8408.1,17605.0,1.97,nan,nan
6217,chhattisgarh,maize,kharif     ,kondagaon,14488.66667,38191.66667,2.593333333,nan,nan
6218,chhattisgarh,maize,kharif     ,korba,4522.5,6358.3,1.441,nan,nan
6219,chhattisgarh,maize,kharif     ,korea,8047.6,12084.9,1.5245,nan,nan
6220,chhattisgarh,maize,kharif     ,mahasamund,132.4,177.1,1.381,nan,nan
6221,chhattisgarh,maize,kharif     ,mungeli,145.6666667,242.3333333,1.81,nan,nan
6222,chhattisgarh,maize,kharif     ,narayanpur,1235.642857,2782.923077,2.124285714,nan,nan
6223,chhattisgarh,maize,kharif     ,raigarh,954.35,1666.4,1.752,nan,nan
6224,chhattisgarh,maize,kharif     ,raipur,836.7,998.65,1.385,nan,nan
6225,chhattisgarh,maize,kharif     ,rajnandgaon,2522.8,4078.4,1.38,nan,nan
6226,chhattisgarh,maize,kharif     ,sukma,2604.777778,6603.111111,2.595555556,nan,nan
6227,chhattisgarh,maize,kharif     ,surajpur,10484.33333,21909.77778,2.095555556,nan,nan
6228,chhattisgarh,maize,kharif     ,surguja,24401.55,33892.95,1.6195,nan,nan
6229,chhattisgarh,maize,rabi       ,balrampur,33.0,117.0,3.55,nan,nan
6230,chhattisgarh,maize,summer     ,balrampur,127.0,233.0,1.83,nan,nan
6231,chhattisgarh,masoor,rabi       ,balod,569.1111111,167.2222222,0.303333333,nan,nan
6232,chhattisgarh,masoor,rabi       ,baloda bazar,726.5555556,284.7777778,0.384444444,nan,nan
6233,chhattisgarh,masoor,rabi       ,balrampur,537.5555556,163.7777778,0.304444444,nan,nan
6234,chhattisgarh,masoor,rabi       ,bastar,18.5,5.684210526,0.276,nan,nan
6235,chhattisgarh,masoor,rabi       ,bemetara,2797.222222,981.2222222,0.353333333,nan,nan
6236,chhattisgarh,masoor,rabi       ,bilaspur,727.2,223.3,0.315,nan,nan
6237,chhattisgarh,masoor,rabi       ,dhamtari,742.65,286.95,0.386,nan,nan
6238,chhattisgarh,masoor,rabi       ,durg,3827.35,1233.55,0.325,nan,nan
6239,chhattisgarh,masoor,rabi       ,gariyaband,131.3333333,46.0,0.358888889,nan,nan
6240,chhattisgarh,masoor,rabi       ,gaurella-pendra-marwahi,140.0,46.0,0.33,nan,nan
6241,chhattisgarh,masoor,rabi       ,janjgir-champa,22.5,7.2,0.342,nan,nan
6242,chhattisgarh,masoor,rabi       ,jashpur,495.95,145.05,0.291,nan,nan
6243,chhattisgarh,masoor,rabi       ,kabirdham,1794.75,542.45,0.2965,nan,nan
6244,chhattisgarh,masoor,rabi       ,kanker,98.8,26.9,0.2715,nan,nan
